clofarabine|purine analogues|For the treatment of pediatric patients 1 to 21 years old with relapsed or refractory acute lymphocytic (lymphoblastic) leukemia after at least two prior regimens. It is designated as an orphan drug by the FDA for this use.
docosanol|antiviral agents|For the topical treatment of recurrent oral-facial herpes simplex episodes (cold sores or fever blisters).
dexmedetomidine|hypnotics and sedatives|For sedation of initially intubated and mechanically ventilated patients during treatment in an intensive care setting, also used in pain relief; anxiety reduction and analgesia
sulfacetamide|anti-infective agents, local|For the treatment of bacterial vaginitis, keratitis, acute conjunctivitis, and blepharitis.
prednisone|antineoplastic agents, hormonal|For the treatment of drug-induced allergic reactions, perennial or seasonal allergic rhinitis, serum sickness, giant cell arteritis acute rheumatic or nonrheumatic carditis, systemic dermatomyositis, systemic lupus erythematosus, atopic dermatitis, contact dermatitis, exfoliative dermatitis, bullous dermatitis herpetiformis, severe seborrheic dermatitis, severe (Stevens-Johnson syndrome) erythema multiforme, mycosis fungoides, pemphigus, severe psoriasis, acute adrenocortical insufficiency, Addison's disease, secondary adrenocortical insufficiency, congenital adrenal hyperplasia, hypercalcemia associated with neoplasms, nonsuppurative thyroiditis, ulceratice colitis, Crohn's disease, acquired hemolytic anemia, congenital hypoplastic anemia, erythroblastopenia, adult secondary thrombocytopenia, adult idiopathic thrombocytopenia purpura, acute or subacute bursitis, epicondylitis, acute nonspecific tenosynovitis, acute or chronic lymphocytic leukemia, Hodgkin's or non-Hodgkin's lynphomas, Waldenstrom's macroglobulinemia, primary brain tumors (adjunct), nephrotic syndrome, tuberculous meningitis, multiple sclerosis, myasthenia gravis. cerebral edema, chorioretinitis, diffuse posterior choroiditis, aleergic conjunctivitis, Herpes zoster ophthalmicus, anterior segment inflammation, iridocyclitis, iritis, keratitis, optoc neuritis, sympathetic ophthalmia, corneal marginal allergic ulcers, symptomatic sarcoidosis, Loeffler's syndrome not manageable by other means, berylliosis, fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy and aspiration pneumonitis.
clofibrate|anticholesteremic agents|For Primary Dysbetalipoproteinemia (Type III hyperlipidemia) that does not respond adequately to diet. This helps control high cholesterol and high triglyceride levels. 
astemizole|histamine antagonists|Astemizole was indicated for use in the relieving allergy symptoms, particularly rhinitis and conjunctivitis. It has been withdrawn from the market however due to concerns of arrhythmias.
inulin|diagnostic agents|Historically used in an important medical test of renal function, specifically a measure of glomerular filtration rate. Sometimes used to help relieve symptoms of diabetes mellitus - a condition characterised by hyperglycemia and/or hyperinsulinemia.
butoconazole|antifungal agents|For the local treatment of vulvovaginal candidiasis (infections caused by Candida)
adenosine|anti-arrhythmia agents|Used as an initial treatment for the termination of paroxysmal supraventricular tachycardia (PVST), including that associated with accessory bypass tracts, and is a drug of choice for terminating stable, narrow-complex supraventricular tachycardias (SVT). Also used as an adjunct to thallous chloride TI 201 myocardial perfusion scintigraphy (thallium stress test) in patients who are unable to exercise adequately, as well as an adjunct to vagal maneuvers and clinical assessment to establish a specific diagnosis of undefined, stable, narrow-complex SVT.
simvastatin|anticholesteremic agents|For the treatment of hypercholesterolemia and for the reduction in the risk of cardiac heart disease mortality and cardiovascular events. It can also be used in adolescent patients for the treatment of heterozygous familial hypercholesterolemia. 
pemetrexed|function|Used in combination with cisplatin for the treatment of malignant pleural mesothelioma in adults whose disease is unresectable or who otherwise are not candidates for potentially curative surgery. Also used as a monotherapy for the treatment of locally advanced or metastatic non-small cell lung cancer (NSCLC) after prior chemotherapy
mebendazole|tubulin modulators|For the treatment of <i>Enterobius vermicularis</i> (pinworm), <i>Trichuris trichiura</i> (whipworm), <i>Ascaris lumbricoides</i> (common roundworm), <i>Ancylostoma duodenale</i> (common hookworm), <i>Necator americanus</i> (American hookworm) in single or mixed infections.
gonadorelin|component|For evaluating the functional capacity and response of the gonadotropes of the anterior pituitary also for evaluating residual gonadotropic function of the pituitary following removal of a pituitary tumor by surgery and/or irradiation.
dyclonine|anesthetics, local|Used to provide topical anesthesia of accessible mucous membranes prior to examination, endoscopy or instrumentation, or other procedures involving the esophagus, larynx, mouth, pharynx or throat, respiratory tract or trachea, urinary tract, or vagina. Also used to suppress the gag reflex and/or other laryngeal and esophageal reflexes to facilitate dental examination or procedures (including oral surgery), endoscopy, or intubation. Also used for relief of canker sores, cold sores or fever blister.
nystatin|ionophores|For treatment of cutaneous or mucocutaneous mycotic infections caused by Candida species
dextropropoxyphene|analgesics, opioid|For the relief of mild to moderate pain
mitotane|antineoplastic agents, hormonal|For treatment of inoperable adrenocortical tumours; Cushing's syndrome
stavudine|anti-hiv agents|For the treatment of human immunovirus (HIV) infections.
leucovorin|vitamin b complex|For the treatment of osteosarcoma (after high dose methotrexate therapy). Used to diminish the toxicity and counteract the effects of impaired methotrexate elimination and of inadvertent overdosages of folic acid antagonists, and to treat megaloblastic anemias due to folic acid deficiency. Also used in combination with 5-fluorouracil to prolong survival in the palliative treatment of patients with advanced colorectal cancer.
dyphylline|phosphodiesterase inhibitors|For relief of acute bronchial asthma and for reversible bronchospasm associated with chronic bronchitis and emphysema.
pentazocine|analgesics, opioid|For the relief of moderate to severe pain.
magnesium sulfate|anti-arrhythmia agents|Used for immediate control of life-threatening convulsions in the treatment of severe toxemias (pre-eclampsia and eclampsia) of pregnancy and in the treatment of acute nephritis in children. Also indicated for replacement therapy in magnesium deficiency, especially in acute hypomagnesemia accompanied by signs of tetany similar to those of hypocalcemia. Also used in uterine tetany as a myometriat relaxant.
latanoprost|component|For the reduction of elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension.
estrone|estrogens|For management of perimenopausal and postmenopausal symptoms.
trazodone|antidepressive agents, second-generation|For the treatment of depression.
mecamylamine|component|For the treatment of moderately severe to severe essential hypertension and in uncomplicated cases of malignant hypertension
sevelamer||For the control of serum phosphorus in patients with Chronic Kidney Disease (CKD) on hemodialysis.
acamprosate|alcohol deterrents|For the maintenance of abstinence from alcohol in patients with alcohol dependence who are abstinent at treatment initiation
metaxalone|neuromuscular agents|For the treatment of painful peripheral musculoskeletal conditions and spasticity from upper motor neuron syndromes.
verapamil|anti-arrhythmia agents|For the treatment of hypertension, angina, and cluster headache prophylaxis.
trimethobenzamide|antiemetics|For the treatment of postoperative nausea and vomiting and for nausea associated with gastroenteritis.
